,Notes,State,State Code,Year,Multiple Cause of death,Multiple Cause of death Code,Deaths,Population
10252,,Utah,49,2003.0,Opium,T40.0,Suppressed,2360137
10253,,Utah,49,2003.0,Heroin,T40.1,32,2360137
10254,,Utah,49,2003.0,Other opioids,T40.2,168,2360137
10255,,Utah,49,2003.0,Methadone,T40.3,84,2360137
10256,,Utah,49,2003.0,Other synthetic narcotics,T40.4,24,2360137
10257,,Utah,49,2003.0,Cocaine,T40.5,77,2360137
10258,,Utah,49,2003.0,Other and unspecified narcotics,T40.6,47,2360137
10259,,Utah,49,2003.0,Cannabis (derivatives),T40.7,Suppressed,2360137
10260,,Utah,49,2003.0,Lysergide [LSD],T40.8,Suppressed,2360137
10261,,Utah,49,2003.0,Other and unspecified psychodysleptics [hallucinogens],T40.9,Suppressed,2360137
10262,Total,Utah,49,2003.0,,,436,2360137
10263,,Utah,49,2004.0,Opium,T40.0,Suppressed,2401580
10264,,Utah,49,2004.0,Heroin,T40.1,23,2401580
10265,,Utah,49,2004.0,Other opioids,T40.2,156,2401580
10266,,Utah,49,2004.0,Methadone,T40.3,105,2401580
10267,,Utah,49,2004.0,Other synthetic narcotics,T40.4,13,2401580
10268,,Utah,49,2004.0,Cocaine,T40.5,70,2401580
10269,,Utah,49,2004.0,Other and unspecified narcotics,T40.6,50,2401580
10270,,Utah,49,2004.0,Cannabis (derivatives),T40.7,Suppressed,2401580
10271,,Utah,49,2004.0,Lysergide [LSD],T40.8,Suppressed,2401580
10272,,Utah,49,2004.0,Other and unspecified psychodysleptics [hallucinogens],T40.9,Suppressed,2401580
10273,Total,Utah,49,2004.0,,,422,2401580
10274,,Utah,49,2005.0,Opium,T40.0,Suppressed,2457719
10275,,Utah,49,2005.0,Heroin,T40.1,44,2457719
10276,,Utah,49,2005.0,Other opioids,T40.2,192,2457719
10277,,Utah,49,2005.0,Methadone,T40.3,117,2457719
10278,,Utah,49,2005.0,Other synthetic narcotics,T40.4,42,2457719
10279,,Utah,49,2005.0,Cocaine,T40.5,85,2457719
10280,,Utah,49,2005.0,Other and unspecified narcotics,T40.6,51,2457719
10281,,Utah,49,2005.0,Cannabis (derivatives),T40.7,Suppressed,2457719
10282,,Utah,49,2005.0,Lysergide [LSD],T40.8,Suppressed,2457719
10283,,Utah,49,2005.0,Other and unspecified psychodysleptics [hallucinogens],T40.9,Suppressed,2457719
10284,Total,Utah,49,2005.0,,,538,2457719
10285,,Utah,49,2006.0,Opium,T40.0,Suppressed,2525507
10286,,Utah,49,2006.0,Heroin,T40.1,47,2525507
10287,,Utah,49,2006.0,Other opioids,T40.2,202,2525507
10288,,Utah,49,2006.0,Methadone,T40.3,112,2525507
10289,,Utah,49,2006.0,Other synthetic narcotics,T40.4,38,2525507
10290,,Utah,49,2006.0,Cocaine,T40.5,99,2525507
10291,,Utah,49,2006.0,Other and unspecified narcotics,T40.6,40,2525507
10292,,Utah,49,2006.0,Cannabis (derivatives),T40.7,14,2525507
10293,,Utah,49,2006.0,Lysergide [LSD],T40.8,Suppressed,2525507
10294,,Utah,49,2006.0,Other and unspecified psychodysleptics [hallucinogens],T40.9,Suppressed,2525507
10295,Total,Utah,49,2006.0,,,552,2525507
10296,,Utah,49,2007.0,Opium,T40.0,Suppressed,2597746
10297,,Utah,49,2007.0,Heroin,T40.1,51,2597746
10298,,Utah,49,2007.0,Other opioids,T40.2,254,2597746
10299,,Utah,49,2007.0,Methadone,T40.3,96,2597746
10300,,Utah,49,2007.0,Other synthetic narcotics,T40.4,36,2597746
10301,,Utah,49,2007.0,Cocaine,T40.5,79,2597746
10302,,Utah,49,2007.0,Other and unspecified narcotics,T40.6,51,2597746
10303,,Utah,49,2007.0,Cannabis (derivatives),T40.7,Suppressed,2597746
10304,,Utah,49,2007.0,Lysergide [LSD],T40.8,Suppressed,2597746
10305,,Utah,49,2007.0,Other and unspecified psychodysleptics [hallucinogens],T40.9,Suppressed,2597746
10306,Total,Utah,49,2007.0,,,576,2597746
10307,,Utah,49,2008.0,Opium,T40.0,Suppressed,2663029
10308,,Utah,49,2008.0,Heroin,T40.1,69,2663029
10309,,Utah,49,2008.0,Other opioids,T40.2,242,2663029
10310,,Utah,49,2008.0,Methadone,T40.3,105,2663029
10311,,Utah,49,2008.0,Other synthetic narcotics,T40.4,28,2663029
10312,,Utah,49,2008.0,Cocaine,T40.5,70,2663029
10313,,Utah,49,2008.0,Other and unspecified narcotics,T40.6,73,2663029
10314,,Utah,49,2008.0,Cannabis (derivatives),T40.7,Suppressed,2663029
10315,,Utah,49,2008.0,Lysergide [LSD],T40.8,Suppressed,2663029
10316,,Utah,49,2008.0,Other and unspecified psychodysleptics [hallucinogens],T40.9,Suppressed,2663029
10317,Total,Utah,49,2008.0,,,588,2663029
10318,,Utah,49,2009.0,Opium,T40.0,Suppressed,2723421
10319,,Utah,49,2009.0,Heroin,T40.1,55,2723421
10320,,Utah,49,2009.0,Other opioids,T40.2,270,2723421
10321,,Utah,49,2009.0,Methadone,T40.3,70,2723421
10322,,Utah,49,2009.0,Other synthetic narcotics,T40.4,62,2723421
10323,,Utah,49,2009.0,Cocaine,T40.5,60,2723421
10324,,Utah,49,2009.0,Other and unspecified narcotics,T40.6,48,2723421
10325,,Utah,49,2009.0,Cannabis (derivatives),T40.7,Suppressed,2723421
10326,,Utah,49,2009.0,Lysergide [LSD],T40.8,Suppressed,2723421
10327,,Utah,49,2009.0,Other and unspecified psychodysleptics [hallucinogens],T40.9,Suppressed,2723421
10328,Total,Utah,49,2009.0,,,565,2723421
10329,,Utah,49,2010.0,Opium,T40.0,Suppressed,2763885
10330,,Utah,49,2010.0,Heroin,T40.1,57,2763885
10331,,Utah,49,2010.0,Other opioids,T40.2,234,2763885
10332,,Utah,49,2010.0,Methadone,T40.3,65,2763885
10333,,Utah,49,2010.0,Other synthetic narcotics,T40.4,52,2763885
10334,,Utah,49,2010.0,Cocaine,T40.5,39,2763885
10335,,Utah,49,2010.0,Other and unspecified narcotics,T40.6,44,2763885
10336,,Utah,49,2010.0,Cannabis (derivatives),T40.7,Suppressed,2763885
10337,,Utah,49,2010.0,Lysergide [LSD],T40.8,Suppressed,2763885
10338,,Utah,49,2010.0,Other and unspecified psychodysleptics [hallucinogens],T40.9,Suppressed,2763885
10339,Total,Utah,49,2010.0,,,491,2763885
10340,,Utah,49,2011.0,Opium,T40.0,Suppressed,2817222
10341,,Utah,49,2011.0,Heroin,T40.1,73,2817222
10342,,Utah,49,2011.0,Other opioids,T40.2,290,2817222
10343,,Utah,49,2011.0,Methadone,T40.3,76,2817222
10344,,Utah,49,2011.0,Other synthetic narcotics,T40.4,59,2817222
10345,,Utah,49,2011.0,Cocaine,T40.5,43,2817222
10346,,Utah,49,2011.0,Other and unspecified narcotics,T40.6,35,2817222
10347,,Utah,49,2011.0,Cannabis (derivatives),T40.7,Suppressed,2817222
10348,,Utah,49,2011.0,Lysergide [LSD],T40.8,Suppressed,2817222
10349,,Utah,49,2011.0,Other and unspecified psychodysleptics [hallucinogens],T40.9,Suppressed,2817222
10350,Total,Utah,49,2011.0,,,576,2817222
10351,,Utah,49,2012.0,Opium,T40.0,Suppressed,2855287
10352,,Utah,49,2012.0,Heroin,T40.1,88,2855287
10353,,Utah,49,2012.0,Other opioids,T40.2,341,2855287
10354,,Utah,49,2012.0,Methadone,T40.3,54,2855287
10355,,Utah,49,2012.0,Other synthetic narcotics,T40.4,61,2855287
10356,,Utah,49,2012.0,Cocaine,T40.5,49,2855287
10357,,Utah,49,2012.0,Other and unspecified narcotics,T40.6,27,2855287
10358,,Utah,49,2012.0,Cannabis (derivatives),T40.7,Suppressed,2855287
10359,,Utah,49,2012.0,Lysergide [LSD],T40.8,Suppressed,2855287
10360,,Utah,49,2012.0,Other and unspecified psychodysleptics [hallucinogens],T40.9,Suppressed,2855287
10361,Total,Utah,49,2012.0,,,620,2855287
10362,,Utah,49,2013.0,Opium,T40.0,Suppressed,2900872
10363,,Utah,49,2013.0,Heroin,T40.1,124,2900872
10364,,Utah,49,2013.0,Other opioids,T40.2,367,2900872
10365,,Utah,49,2013.0,Methadone,T40.3,61,2900872
10366,,Utah,49,2013.0,Other synthetic narcotics,T40.4,58,2900872
10367,,Utah,49,2013.0,Cocaine,T40.5,31,2900872
10368,,Utah,49,2013.0,Other and unspecified narcotics,T40.6,18,2900872
10369,,Utah,49,2013.0,Cannabis (derivatives),T40.7,Suppressed,2900872
10370,,Utah,49,2013.0,Lysergide [LSD],T40.8,Suppressed,2900872
10371,,Utah,49,2013.0,Other and unspecified psychodysleptics [hallucinogens],T40.9,Suppressed,2900872
10372,Total,Utah,49,2013.0,,,661,2900872
10373,,Utah,49,2014.0,Opium,T40.0,Suppressed,2942902
10374,,Utah,49,2014.0,Heroin,T40.1,114,2942902
10375,,Utah,49,2014.0,Other opioids,T40.2,379,2942902
10376,,Utah,49,2014.0,Methadone,T40.3,49,2942902
10377,,Utah,49,2014.0,Other synthetic narcotics,T40.4,69,2942902
10378,,Utah,49,2014.0,Cocaine,T40.5,39,2942902
10379,,Utah,49,2014.0,Other and unspecified narcotics,T40.6,16,2942902
10380,,Utah,49,2014.0,Cannabis (derivatives),T40.7,Suppressed,2942902
10381,,Utah,49,2014.0,Lysergide [LSD],T40.8,Suppressed,2942902
10382,,Utah,49,2014.0,Other and unspecified psychodysleptics [hallucinogens],T40.9,Suppressed,2942902
10383,Total,Utah,49,2014.0,,,666,2942902
10384,,Utah,49,2015.0,Opium,T40.0,Suppressed,2995919
10385,,Utah,49,2015.0,Heroin,T40.1,131,2995919
10386,,Utah,49,2015.0,Other opioids,T40.2,365,2995919
10387,,Utah,49,2015.0,Methadone,T40.3,45,2995919
10388,,Utah,49,2015.0,Other synthetic narcotics,T40.4,68,2995919
10389,,Utah,49,2015.0,Cocaine,T40.5,44,2995919
10390,,Utah,49,2015.0,Other and unspecified narcotics,T40.6,27,2995919
10391,,Utah,49,2015.0,Cannabis (derivatives),T40.7,Suppressed,2995919
10392,,Utah,49,2015.0,Lysergide [LSD],T40.8,Suppressed,2995919
10393,,Utah,49,2015.0,Other and unspecified psychodysleptics [hallucinogens],T40.9,Suppressed,2995919
10394,Total,Utah,49,2015.0,,,682,2995919
10395,,Utah,49,2016.0,Opium,T40.0,Suppressed,3051217
10396,,Utah,49,2016.0,Heroin,T40.1,168,3051217
10397,,Utah,49,2016.0,Other opioids,T40.2,334,3051217
10398,,Utah,49,2016.0,Methadone,T40.3,43,3051217
10399,,Utah,49,2016.0,Other synthetic narcotics,T40.4,73,3051217
10400,,Utah,49,2016.0,Cocaine,T40.5,50,3051217
10401,,Utah,49,2016.0,Other and unspecified narcotics,T40.6,20,3051217
10402,,Utah,49,2016.0,Cannabis (derivatives),T40.7,Suppressed,3051217
10403,,Utah,49,2016.0,Lysergide [LSD],T40.8,Suppressed,3051217
10404,,Utah,49,2016.0,Other and unspecified psychodysleptics [hallucinogens],T40.9,Suppressed,3051217
10405,Total,Utah,49,2016.0,,,690,3051217
10406,,Utah,49,2017.0,Opium,T40.0,Suppressed,3101833
10407,,Utah,49,2017.0,Heroin,T40.1,148,3101833
10408,,Utah,49,2017.0,Other opioids,T40.2,298,3101833
10409,,Utah,49,2017.0,Methadone,T40.3,49,3101833
10410,,Utah,49,2017.0,Other synthetic narcotics,T40.4,96,3101833
10411,,Utah,49,2017.0,Cocaine,T40.5,47,3101833
10412,,Utah,49,2017.0,Other and unspecified narcotics,T40.6,Suppressed,3101833
10413,,Utah,49,2017.0,Cannabis (derivatives),T40.7,Suppressed,3101833
10414,,Utah,49,2017.0,Lysergide [LSD],T40.8,Suppressed,3101833
10415,,Utah,49,2017.0,Other and unspecified psychodysleptics [hallucinogens],T40.9,Suppressed,3101833
10416,Total,Utah,49,2017.0,,,647,3101833
10417,,Utah,49,2018.0,Opium,T40.0,Suppressed,3161105
10418,,Utah,49,2018.0,Heroin,T40.1,160,3161105
10419,,Utah,49,2018.0,Other opioids,T40.2,294,3161105
10420,,Utah,49,2018.0,Methadone,T40.3,41,3161105
10421,,Utah,49,2018.0,Other synthetic narcotics,T40.4,86,3161105
10422,,Utah,49,2018.0,Cocaine,T40.5,53,3161105
10423,,Utah,49,2018.0,Other and unspecified narcotics,T40.6,Suppressed,3161105
10424,,Utah,49,2018.0,Cannabis (derivatives),T40.7,Suppressed,3161105
10425,,Utah,49,2018.0,Lysergide [LSD],T40.8,Suppressed,3161105
10426,,Utah,49,2018.0,Other and unspecified psychodysleptics [hallucinogens],T40.9,Suppressed,3161105
10427,Total,Utah,49,2018.0,,,643,3161105
10428,,Utah,49,2019.0,Opium,T40.0,Suppressed,3205958
10429,,Utah,49,2019.0,Heroin,T40.1,142,3205958
10430,,Utah,49,2019.0,Other opioids,T40.2,272,3205958
10431,,Utah,49,2019.0,Methadone,T40.3,29,3205958
10432,,Utah,49,2019.0,Other synthetic narcotics,T40.4,96,3205958
10433,,Utah,49,2019.0,Cocaine,T40.5,44,3205958
10434,,Utah,49,2019.0,Other and unspecified narcotics,T40.6,Suppressed,3205958
10435,,Utah,49,2019.0,Cannabis (derivatives),T40.7,Suppressed,3205958
10436,,Utah,49,2019.0,Lysergide [LSD],T40.8,Suppressed,3205958
10437,,Utah,49,2019.0,Other and unspecified psychodysleptics [hallucinogens],T40.9,Suppressed,3205958
10438,Total,Utah,49,2019.0,,,590,3205958
10439,Total,Utah,49,,,,11101,56570520
10440,,Vermont,50,1999.0,Opium,T40.0,Suppressed,604683
10441,,Vermont,50,1999.0,Heroin,T40.1,Suppressed,604683
10442,,Vermont,50,1999.0,Other opioids,T40.2,Suppressed,604683
10443,,Vermont,50,1999.0,Methadone,T40.3,Suppressed,604683
10444,,Vermont,50,1999.0,Other synthetic narcotics,T40.4,Suppressed,604683
10445,,Vermont,50,1999.0,Cocaine,T40.5,Suppressed,604683
10446,,Vermont,50,1999.0,Other and unspecified narcotics,T40.6,Suppressed,604683
10447,,Vermont,50,1999.0,Cannabis (derivatives),T40.7,Suppressed,604683
10448,,Vermont,50,1999.0,Lysergide [LSD],T40.8,Suppressed,604683
10449,,Vermont,50,1999.0,Other and unspecified psychodysleptics [hallucinogens],T40.9,Suppressed,604683
10450,Total,Vermont,50,1999.0,,,27,604683
10451,,Vermont,50,2000.0,Opium,T40.0,Suppressed,608827
10452,,Vermont,50,2000.0,Heroin,T40.1,Suppressed,608827
10453,,Vermont,50,2000.0,Other opioids,T40.2,16,608827
10454,,Vermont,50,2000.0,Methadone,T40.3,Suppressed,608827
10455,,Vermont,50,2000.0,Other synthetic narcotics,T40.4,Suppressed,608827
10456,,Vermont,50,2000.0,Cocaine,T40.5,Suppressed,608827
10457,,Vermont,50,2000.0,Other and unspecified narcotics,T40.6,Suppressed,608827
10458,,Vermont,50,2000.0,Cannabis (derivatives),T40.7,Suppressed,608827
10459,,Vermont,50,2000.0,Lysergide [LSD],T40.8,Suppressed,608827
10460,,Vermont,50,2000.0,Other and unspecified psychodysleptics [hallucinogens],T40.9,Suppressed,608827
10461,Total,Vermont,50,2000.0,,,38,608827
10462,,Vermont,50,2001.0,Opium,T40.0,Suppressed,612223
10463,,Vermont,50,2001.0,Heroin,T40.1,Suppressed,612223
10464,,Vermont,50,2001.0,Other opioids,T40.2,25,612223
10465,,Vermont,50,2001.0,Methadone,T40.3,Suppressed,612223
10466,,Vermont,50,2001.0,Other synthetic narcotics,T40.4,Suppressed,612223
10467,,Vermont,50,2001.0,Cocaine,T40.5,Suppressed,612223
10468,,Vermont,50,2001.0,Other and unspecified narcotics,T40.6,10,612223
10469,,Vermont,50,2001.0,Cannabis (derivatives),T40.7,Suppressed,612223
10470,,Vermont,50,2001.0,Lysergide [LSD],T40.8,Suppressed,612223
10471,,Vermont,50,2001.0,Other and unspecified psychodysleptics [hallucinogens],T40.9,Suppressed,612223
10472,Total,Vermont,50,2001.0,,,61,612223
10473,,Vermont,50,2002.0,Opium,T40.0,Suppressed,615442
10474,,Vermont,50,2002.0,Heroin,T40.1,Suppressed,615442
10475,,Vermont,50,2002.0,Other opioids,T40.2,22,615442
10476,,Vermont,50,2002.0,Methadone,T40.3,Suppressed,615442
10477,,Vermont,50,2002.0,Other synthetic narcotics,T40.4,Suppressed,615442
10478,,Vermont,50,2002.0,Cocaine,T40.5,13,615442
10479,,Vermont,50,2002.0,Other and unspecified narcotics,T40.6,Suppressed,615442
10480,,Vermont,50,2002.0,Cannabis (derivatives),T40.7,Suppressed,615442
10481,,Vermont,50,2002.0,Lysergide [LSD],T40.8,Suppressed,615442
10482,,Vermont,50,2002.0,Other and unspecified psychodysleptics [hallucinogens],T40.9,Suppressed,615442
10483,Total,Vermont,50,2002.0,,,63,615442
10484,,Vermont,50,2003.0,Opium,T40.0,Suppressed,617858
10485,,Vermont,50,2003.0,Heroin,T40.1,Suppressed,617858
10486,,Vermont,50,2003.0,Other opioids,T40.2,32,617858
10487,,Vermont,50,2003.0,Methadone,T40.3,11,617858
10488,,Vermont,50,2003.0,Other synthetic narcotics,T40.4,12,617858
10489,,Vermont,50,2003.0,Cocaine,T40.5,Suppressed,617858
10490,,Vermont,50,2003.0,Other and unspecified narcotics,T40.6,Suppressed,617858
10491,,Vermont,50,2003.0,Cannabis (derivatives),T40.7,Suppressed,617858
10492,,Vermont,50,2003.0,Lysergide [LSD],T40.8,Suppressed,617858
10493,,Vermont,50,2003.0,Other and unspecified psychodysleptics [hallucinogens],T40.9,Suppressed,617858
10494,Total,Vermont,50,2003.0,,,74,617858
10495,,Vermont,50,2004.0,Opium,T40.0,Suppressed,619920
10496,,Vermont,50,2004.0,Heroin,T40.1,Suppressed,619920
10497,,Vermont,50,2004.0,Other opioids,T40.2,27,619920
10498,,Vermont,50,2004.0,Methadone,T40.3,Suppressed,619920
10499,,Vermont,50,2004.0,Other synthetic narcotics,T40.4,11,619920
10500,,Vermont,50,2004.0,Cocaine,T40.5,12,619920
10501,,Vermont,50,2004.0,Other and unspecified narcotics,T40.6,Suppressed,619920
10502,,Vermont,50,2004.0,Cannabis (derivatives),T40.7,Suppressed,619920
10503,,Vermont,50,2004.0,Lysergide [LSD],T40.8,Suppressed,619920
10504,,Vermont,50,2004.0,Other and unspecified psychodysleptics [hallucinogens],T40.9,Suppressed,619920
10505,Total,Vermont,50,2004.0,,,70,619920
10506,,Vermont,50,2005.0,Opium,T40.0,Suppressed,621215
10507,,Vermont,50,2005.0,Heroin,T40.1,Suppressed,621215
10508,,Vermont,50,2005.0,Other opioids,T40.2,23,621215
10509,,Vermont,50,2005.0,Methadone,T40.3,19,621215
10510,,Vermont,50,2005.0,Other synthetic narcotics,T40.4,Suppressed,621215
10511,,Vermont,50,2005.0,Cocaine,T40.5,10,621215
10512,,Vermont,50,2005.0,Other and unspecified narcotics,T40.6,Suppressed,621215
10513,,Vermont,50,2005.0,Cannabis (derivatives),T40.7,Suppressed,621215
10514,,Vermont,50,2005.0,Lysergide [LSD],T40.8,Suppressed,621215
10515,,Vermont,50,2005.0,Other and unspecified psychodysleptics [hallucinogens],T40.9,Suppressed,621215
10516,Total,Vermont,50,2005.0,,,66,621215
10517,,Vermont,50,2006.0,Opium,T40.0,Suppressed,622892
10518,,Vermont,50,2006.0,Heroin,T40.1,Suppressed,622892
10519,,Vermont,50,2006.0,Other opioids,T40.2,25,622892
10520,,Vermont,50,2006.0,Methadone,T40.3,27,622892
10521,,Vermont,50,2006.0,Other synthetic narcotics,T40.4,16,622892
10522,,Vermont,50,2006.0,Cocaine,T40.5,18,622892
10523,,Vermont,50,2006.0,Other and unspecified narcotics,T40.6,Suppressed,622892
10524,,Vermont,50,2006.0,Cannabis (derivatives),T40.7,Suppressed,622892
10525,,Vermont,50,2006.0,Lysergide [LSD],T40.8,Suppressed,622892
10526,,Vermont,50,2006.0,Other and unspecified psychodysleptics [hallucinogens],T40.9,Suppressed,622892
10527,Total,Vermont,50,2006.0,,,92,622892
10528,,Vermont,50,2007.0,Opium,T40.0,Suppressed,623481
10529,,Vermont,50,2007.0,Heroin,T40.1,Suppressed,623481
10530,,Vermont,50,2007.0,Other opioids,T40.2,28,623481
10531,,Vermont,50,2007.0,Methadone,T40.3,17,623481
10532,,Vermont,50,2007.0,Other synthetic narcotics,T40.4,17,623481
10533,,Vermont,50,2007.0,Cocaine,T40.5,14,623481
10534,,Vermont,50,2007.0,Other and unspecified narcotics,T40.6,Suppressed,623481
10535,,Vermont,50,2007.0,Cannabis (derivatives),T40.7,Suppressed,623481
10536,,Vermont,50,2007.0,Lysergide [LSD],T40.8,Suppressed,623481
10537,,Vermont,50,2007.0,Other and unspecified psychodysleptics [hallucinogens],T40.9,Suppressed,623481
10538,Total,Vermont,50,2007.0,,,84,623481
10539,,Vermont,50,2008.0,Opium,T40.0,Suppressed,624151
10540,,Vermont,50,2008.0,Heroin,T40.1,Suppressed,624151
10541,,Vermont,50,2008.0,Other opioids,T40.2,32,624151
10542,,Vermont,50,2008.0,Methadone,T40.3,18,624151
10543,,Vermont,50,2008.0,Other synthetic narcotics,T40.4,15,624151
10544,,Vermont,50,2008.0,Cocaine,T40.5,11,624151
10545,,Vermont,50,2008.0,Other and unspecified narcotics,T40.6,Suppressed,624151
10546,,Vermont,50,2008.0,Cannabis (derivatives),T40.7,Suppressed,624151
10547,,Vermont,50,2008.0,Lysergide [LSD],T40.8,Suppressed,624151
10548,,Vermont,50,2008.0,Other and unspecified psychodysleptics [hallucinogens],T40.9,Suppressed,624151
10549,Total,Vermont,50,2008.0,,,83,624151
10550,,Vermont,50,2009.0,Opium,T40.0,Suppressed,624817
10551,,Vermont,50,2009.0,Heroin,T40.1,Suppressed,624817
10552,,Vermont,50,2009.0,Other opioids,T40.2,29,624817
10553,,Vermont,50,2009.0,Methadone,T40.3,13,624817
10554,,Vermont,50,2009.0,Other synthetic narcotics,T40.4,Suppressed,624817
10555,,Vermont,50,2009.0,Cocaine,T40.5,Suppressed,624817
10556,,Vermont,50,2009.0,Other and unspecified narcotics,T40.6,Suppressed,624817
10557,,Vermont,50,2009.0,Cannabis (derivatives),T40.7,Suppressed,624817
10558,,Vermont,50,2009.0,Lysergide [LSD],T40.8,Suppressed,624817
10559,,Vermont,50,2009.0,Other and unspecified psychodysleptics [hallucinogens],T40.9,Suppressed,624817
10560,Total,Vermont,50,2009.0,,,61,624817
10561,,Vermont,50,2010.0,Opium,T40.0,Suppressed,625741
10562,,Vermont,50,2010.0,Heroin,T40.1,Suppressed,625741
10563,,Vermont,50,2010.0,Other opioids,T40.2,29,625741
10564,,Vermont,50,2010.0,Methadone,T40.3,Suppressed,625741
10565,,Vermont,50,2010.0,Other synthetic narcotics,T40.4,Suppressed,625741
10566,,Vermont,50,2010.0,Cocaine,T40.5,Suppressed,625741
10567,,Vermont,50,2010.0,Other and unspecified narcotics,T40.6,Suppressed,625741
10568,,Vermont,50,2010.0,Cannabis (derivatives),T40.7,Suppressed,625741
10569,,Vermont,50,2010.0,Lysergide [LSD],T40.8,Suppressed,625741
10570,,Vermont,50,2010.0,Other and unspecified psychodysleptics [hallucinogens],T40.9,Suppressed,625741
10571,Total,Vermont,50,2010.0,,,51,625741
10572,,Vermont,50,2011.0,Opium,T40.0,Suppressed,626431
10573,,Vermont,50,2011.0,Heroin,T40.1,Suppressed,626431
10574,,Vermont,50,2011.0,Other opioids,T40.2,34,626431
10575,,Vermont,50,2011.0,Methadone,T40.3,14,626431
10576,,Vermont,50,2011.0,Other synthetic narcotics,T40.4,12,626431
10577,,Vermont,50,2011.0,Cocaine,T40.5,13,626431
10578,,Vermont,50,2011.0,Other and unspecified narcotics,T40.6,Suppressed,626431
10579,,Vermont,50,2011.0,Cannabis (derivatives),T40.7,Suppressed,626431
10580,,Vermont,50,2011.0,Lysergide [LSD],T40.8,Suppressed,626431
10581,,Vermont,50,2011.0,Other and unspecified psychodysleptics [hallucinogens],T40.9,Suppressed,626431
10582,Total,Vermont,50,2011.0,,,84,626431
10583,,Vermont,50,2012.0,Opium,T40.0,Suppressed,626011
10584,,Vermont,50,2012.0,Heroin,T40.1,10,626011
10585,,Vermont,50,2012.0,Other opioids,T40.2,27,626011
10586,,Vermont,50,2012.0,Methadone,T40.3,19,626011
10587,,Vermont,50,2012.0,Other synthetic narcotics,T40.4,Suppressed,626011
10588,,Vermont,50,2012.0,Cocaine,T40.5,Suppressed,626011
10589,,Vermont,50,2012.0,Other and unspecified narcotics,T40.6,Suppressed,626011
10590,,Vermont,50,2012.0,Cannabis (derivatives),T40.7,Suppressed,626011
10591,,Vermont,50,2012.0,Lysergide [LSD],T40.8,Suppressed,626011
10592,,Vermont,50,2012.0,Other and unspecified psychodysleptics [hallucinogens],T40.9,Suppressed,626011
10593,Total,Vermont,50,2012.0,,,70,626011
10594,,Vermont,50,2013.0,Opium,T40.0,Suppressed,626630
10595,,Vermont,50,2013.0,Heroin,T40.1,20,626630
10596,,Vermont,50,2013.0,Other opioids,T40.2,42,626630
10597,,Vermont,50,2013.0,Methadone,T40.3,14,626630
10598,,Vermont,50,2013.0,Other synthetic narcotics,T40.4,18,626630
10599,,Vermont,50,2013.0,Cocaine,T40.5,11,626630
10600,,Vermont,50,2013.0,Other and unspecified narcotics,T40.6,Suppressed,626630
10601,,Vermont,50,2013.0,Cannabis (derivatives),T40.7,Suppressed,626630
10602,,Vermont,50,2013.0,Lysergide [LSD],T40.8,Suppressed,626630
10603,,Vermont,50,2013.0,Other and unspecified psychodysleptics [hallucinogens],T40.9,Suppressed,626630
10604,Total,Vermont,50,2013.0,,,105,626630
10605,,Vermont,50,2014.0,Opium,T40.0,Suppressed,626562
10606,,Vermont,50,2014.0,Heroin,T40.1,35,626562
10607,,Vermont,50,2014.0,Other opioids,T40.2,26,626562
10608,,Vermont,50,2014.0,Methadone,T40.3,Suppressed,626562
10609,,Vermont,50,2014.0,Other synthetic narcotics,T40.4,23,626562
10610,,Vermont,50,2014.0,Cocaine,T40.5,14,626562
10611,,Vermont,50,2014.0,Other and unspecified narcotics,T40.6,Suppressed,626562
10612,,Vermont,50,2014.0,Cannabis (derivatives),T40.7,Suppressed,626562
10613,,Vermont,50,2014.0,Lysergide [LSD],T40.8,Suppressed,626562
10614,,Vermont,50,2014.0,Other and unspecified psychodysleptics [hallucinogens],T40.9,Suppressed,626562
10615,Total,Vermont,50,2014.0,,,104,626562
10616,,Vermont,50,2015.0,Opium,T40.0,Suppressed,626042
10617,,Vermont,50,2015.0,Heroin,T40.1,34,626042
10618,,Vermont,50,2015.0,Other opioids,T40.2,27,626042
10619,,Vermont,50,2015.0,Methadone,T40.3,Suppressed,626042
10620,,Vermont,50,2015.0,Other synthetic narcotics,T40.4,34,626042
10621,,Vermont,50,2015.0,Cocaine,T40.5,15,626042
10622,,Vermont,50,2015.0,Other and unspecified narcotics,T40.6,Suppressed,626042
10623,,Vermont,50,2015.0,Cannabis (derivatives),T40.7,Suppressed,626042
10624,,Vermont,50,2015.0,Lysergide [LSD],T40.8,Suppressed,626042
10625,,Vermont,50,2015.0,Other and unspecified psychodysleptics [hallucinogens],T40.9,Suppressed,626042
10626,Total,Vermont,50,2015.0,,,121,626042
10627,,Vermont,50,2016.0,Opium,T40.0,Suppressed,624594
10628,,Vermont,50,2016.0,Heroin,T40.1,45,624594
10629,,Vermont,50,2016.0,Other opioids,T40.2,24,624594
10630,,Vermont,50,2016.0,Methadone,T40.3,14,624594
10631,,Vermont,50,2016.0,Other synthetic narcotics,T40.4,55,624594
10632,,Vermont,50,2016.0,Cocaine,T40.5,21,624594
10633,,Vermont,50,2016.0,Other and unspecified narcotics,T40.6,Suppressed,624594
10634,,Vermont,50,2016.0,Cannabis (derivatives),T40.7,Suppressed,624594
10635,,Vermont,50,2016.0,Lysergide [LSD],T40.8,Suppressed,624594
