,State,Year,Multiple Cause of death,Population,Deaths,Crude Rate
4122,Rhode Island,2004,Methadone,1074579,14,1.3
4123,Rhode Island,2004,Other narcotics,1074579,52,4.84
4124,Rhode Island,2004,Other opioids,1074579,23,2.14
4125,Rhode Island,2005,Cocaine,1067916,72,6.74
4126,Rhode Island,2005,Heroin,1067916,5,0.47
4127,Rhode Island,2005,Methadone,1067916,28,2.62
4128,Rhode Island,2005,Other narcotics,1067916,70,6.55
4129,Rhode Island,2005,Other opioids,1067916,29,2.72
4130,Rhode Island,2006,Cocaine,1063096,77,7.24
4131,Rhode Island,2006,Heroin,1063096,10,0.94
4132,Rhode Island,2006,Methadone,1063096,45,4.23
4133,Rhode Island,2006,Other narcotics,1063096,69,6.49
4134,Rhode Island,2006,Other opioids,1063096,34,3.2
4135,Rhode Island,2007,Cocaine,1057315,41,3.88
4136,Rhode Island,2007,Heroin,1057315,5,0.47
4137,Rhode Island,2007,Methadone,1057315,29,2.74
4138,Rhode Island,2007,Other narcotics,1057315,45,4.26
4139,Rhode Island,2007,Other opioids,1057315,18,1.7
4140,Rhode Island,2008,Cocaine,1055003,38,3.6
4141,Rhode Island,2008,Heroin,1055003,5,0.47
4142,Rhode Island,2008,Methadone,1055003,28,2.65
4143,Rhode Island,2008,Other narcotics,1055003,83,7.87
4144,Rhode Island,2008,Other opioids,1055003,29,2.75
4145,Rhode Island,2009,Cocaine,1053646,38,3.61
4146,Rhode Island,2009,Heroin,1053646,5,0.47
4147,Rhode Island,2009,Methadone,1053646,40,3.8
4148,Rhode Island,2009,Other narcotics,1053646,63,5.98
4149,Rhode Island,2009,Other opioids,1053646,28,2.66
4150,Rhode Island,2010,Cocaine,1052567,48,4.56
4151,Rhode Island,2010,Heroin,1052567,5,0.48
4152,Rhode Island,2010,Methadone,1052567,25,2.38
4153,Rhode Island,2010,Other narcotics,1052567,53,5.04
4154,Rhode Island,2010,Other opioids,1052567,46,4.37
4155,Rhode Island,2011,Cocaine,1051302,48,4.57
4156,Rhode Island,2011,Heroin,1051302,13,1.24
4157,Rhode Island,2011,Methadone,1051302,29,2.76
4158,Rhode Island,2011,Other narcotics,1051302,50,4.76
4159,Rhode Island,2011,Other opioids,1051302,63,5.99
4160,Rhode Island,2012,Cocaine,1050292,54,5.14
4161,Rhode Island,2012,Heroin,1050292,30,2.86
4162,Rhode Island,2012,Methadone,1050292,28,2.67
4163,Rhode Island,2012,Other narcotics,1050292,39,3.71
4164,Rhode Island,2012,Other opioids,1050292,75,7.14
4165,Rhode Island,2013,Cocaine,1051511,77,7.32
4166,Rhode Island,2013,Heroin,1051511,67,6.37
4167,Rhode Island,2013,Methadone,1051511,28,2.66
4168,Rhode Island,2013,Other narcotics,1051511,70,6.66
4169,Rhode Island,2013,Other opioids,1051511,82,7.8
4170,Rhode Island,2014,Cocaine,1055173,70,6.63
4171,Rhode Island,2014,Heroin,1055173,68,6.44
4172,Rhode Island,2014,Methadone,1055173,24,2.27
4173,Rhode Island,2014,Other narcotics,1055173,114,10.8
4174,Rhode Island,2014,Other opioids,1055173,74,7.01
4175,Rhode Island,2015,Cocaine,1056298,89,8.43
4176,Rhode Island,2015,Heroin,1056298,46,4.35
4177,Rhode Island,2015,Methadone,1056298,30,2.84
4178,Rhode Island,2015,Other narcotics,1056298,185,17.51
4179,Rhode Island,2015,Other opioids,1056298,97,9.18
4180,Rhode Island,2016,Cocaine,1056426,116,10.98
4181,Rhode Island,2016,Heroin,1056426,26,2.46
4182,Rhode Island,2016,Methadone,1056426,29,2.75
4183,Rhode Island,2016,Other narcotics,1056426,229,21.68
4184,Rhode Island,2016,Other opioids,1056426,90,8.52
4185,Rhode Island,2017,Cocaine,1059639,116,10.95
4186,Rhode Island,2017,Heroin,1059639,14,1.32
4187,Rhode Island,2017,Methadone,1059639,30,2.83
4188,Rhode Island,2017,Other narcotics,1059639,234,22.08
4189,Rhode Island,2017,Other opioids,1059639,75,7.08
4190,Rhode Island,2018,Cocaine,1057315,136,12.86
4191,Rhode Island,2018,Heroin,1057315,24,2.27
4192,Rhode Island,2018,Methadone,1057315,33,3.12
4193,Rhode Island,2018,Other narcotics,1057315,234,22.13
4194,Rhode Island,2018,Other opioids,1057315,59,5.58
4195,Rhode Island,2019,Cocaine,1059361,146,13.78
4196,Rhode Island,2019,Heroin,1059361,18,1.7
4197,Rhode Island,2019,Methadone,1059361,24,2.27
4198,Rhode Island,2019,Other narcotics,1059361,215,20.3
4199,Rhode Island,2019,Other opioids,1059361,43,4.06
4200,South Carolina,1999,Cocaine,3974682,37,0.93
4201,South Carolina,1999,Heroin,3974682,5,0.13
4202,South Carolina,1999,Methadone,3974682,16,0.4
4203,South Carolina,1999,Other narcotics,3974682,10,0.25
4204,South Carolina,1999,Other opioids,3974682,23,0.58
4205,South Carolina,2000,Cocaine,4012012,46,1.15
4206,South Carolina,2000,Heroin,4012012,11,0.27
4207,South Carolina,2000,Methadone,4012012,13,0.32
4208,South Carolina,2000,Other narcotics,4012012,30,0.75
4209,South Carolina,2000,Other opioids,4012012,43,1.07
4210,South Carolina,2001,Cocaine,4064995,57,1.4
4211,South Carolina,2001,Heroin,4064995,5,0.12
4212,South Carolina,2001,Methadone,4064995,15,0.37
4213,South Carolina,2001,Other narcotics,4064995,10,0.25
4214,South Carolina,2001,Other opioids,4064995,59,1.45
4215,South Carolina,2002,Cocaine,4107795,44,1.07
4216,South Carolina,2002,Heroin,4107795,5,0.12
4217,South Carolina,2002,Methadone,4107795,14,0.34
4218,South Carolina,2002,Other narcotics,4107795,32,0.78
4219,South Carolina,2002,Other opioids,4107795,38,0.93
4220,South Carolina,2003,Cocaine,4150297,72,1.73
4221,South Carolina,2003,Heroin,4150297,5,0.12
4222,South Carolina,2003,Methadone,4150297,20,0.48
4223,South Carolina,2003,Other narcotics,4150297,26,0.63
4224,South Carolina,2003,Other opioids,4150297,55,1.33
4225,South Carolina,2004,Cocaine,4210921,67,1.59
4226,South Carolina,2004,Heroin,4210921,5,0.12
4227,South Carolina,2004,Methadone,4210921,42,1.0
4228,South Carolina,2004,Other narcotics,4210921,39,0.93
4229,South Carolina,2004,Other opioids,4210921,61,1.45
4230,South Carolina,2005,Cocaine,4270150,90,2.11
4231,South Carolina,2005,Heroin,4270150,5,0.12
4232,South Carolina,2005,Methadone,4270150,62,1.45
4233,South Carolina,2005,Other narcotics,4270150,35,0.82
4234,South Carolina,2005,Other opioids,4270150,61,1.43
4235,South Carolina,2006,Cocaine,4357847,125,2.87
4236,South Carolina,2006,Heroin,4357847,5,0.11
4237,South Carolina,2006,Methadone,4357847,75,1.72
4238,South Carolina,2006,Other narcotics,4357847,50,1.15
4239,South Carolina,2006,Other opioids,4357847,125,2.87
4240,South Carolina,2007,Cocaine,4444110,107,2.41
4241,South Carolina,2007,Heroin,4444110,5,0.11
4242,South Carolina,2007,Methadone,4444110,62,1.4
4243,South Carolina,2007,Other narcotics,4444110,49,1.1
4244,South Carolina,2007,Other opioids,4444110,115,2.59
4245,South Carolina,2008,Cocaine,4528996,95,2.1
4246,South Carolina,2008,Heroin,4528996,11,0.24
4247,South Carolina,2008,Methadone,4528996,60,1.32
4248,South Carolina,2008,Other narcotics,4528996,56,1.24
4249,South Carolina,2008,Other opioids,4528996,125,2.76
4250,South Carolina,2009,Cocaine,4589872,81,1.76
4251,South Carolina,2009,Heroin,4589872,19,0.41
4252,South Carolina,2009,Methadone,4589872,59,1.29
4253,South Carolina,2009,Other narcotics,4589872,62,1.35
4254,South Carolina,2009,Other opioids,4589872,134,2.92
4255,South Carolina,2010,Cocaine,4625364,73,1.58
4256,South Carolina,2010,Heroin,4625364,15,0.32
4257,South Carolina,2010,Methadone,4625364,74,1.6
4258,South Carolina,2010,Other narcotics,4625364,65,1.41
4259,South Carolina,2010,Other opioids,4625364,150,3.24
4260,South Carolina,2011,Cocaine,4679230,68,1.45
4261,South Carolina,2011,Heroin,4679230,13,0.28
4262,South Carolina,2011,Methadone,4679230,65,1.39
4263,South Carolina,2011,Other narcotics,4679230,52,1.11
4264,South Carolina,2011,Other opioids,4679230,146,3.12
4265,South Carolina,2012,Cocaine,4723723,53,1.12
4266,South Carolina,2012,Heroin,4723723,19,0.4
4267,South Carolina,2012,Methadone,4723723,38,0.8
4268,South Carolina,2012,Other narcotics,4723723,60,1.27
4269,South Carolina,2012,Other opioids,4723723,154,3.26
4270,South Carolina,2013,Cocaine,4774839,54,1.13
4271,South Carolina,2013,Heroin,4774839,32,0.67
4272,South Carolina,2013,Methadone,4774839,51,1.07
4273,South Carolina,2013,Other narcotics,4774839,55,1.15
4274,South Carolina,2013,Other opioids,4774839,146,3.06
4275,South Carolina,2014,Cocaine,4832482,98,2.03
4276,South Carolina,2014,Heroin,4832482,66,1.37
4277,South Carolina,2014,Methadone,4832482,79,1.63
4278,South Carolina,2014,Other narcotics,4832482,137,2.83
4279,South Carolina,2014,Other opioids,4832482,325,6.73
4280,South Carolina,2015,Cocaine,4896146,124,2.53
4281,South Carolina,2015,Heroin,4896146,102,2.08
4282,South Carolina,2015,Methadone,4896146,60,1.23
4283,South Carolina,2015,Other narcotics,4896146,200,4.08
4284,South Carolina,2015,Other opioids,4896146,337,6.88
4285,South Carolina,2016,Cocaine,4961119,152,3.06
4286,South Carolina,2016,Heroin,4961119,116,2.34
4287,South Carolina,2016,Methadone,4961119,59,1.19
4288,South Carolina,2016,Other narcotics,4961119,273,5.5
4289,South Carolina,2016,Other opioids,4961119,361,7.28
4290,South Carolina,2017,Cocaine,5024369,248,4.94
4291,South Carolina,2017,Heroin,5024369,154,3.07
4292,South Carolina,2017,Methadone,5024369,47,0.94
4293,South Carolina,2017,Other narcotics,5024369,442,8.8
4294,South Carolina,2017,Other opioids,5024369,326,6.49
4295,South Carolina,2018,Cocaine,5084127,275,5.41
4296,South Carolina,2018,Heroin,5084127,185,3.64
4297,South Carolina,2018,Methadone,5084127,61,1.2
4298,South Carolina,2018,Other narcotics,5084127,551,10.84
4299,South Carolina,2018,Other opioids,5084127,342,6.73
4300,South Carolina,2019,Cocaine,5148714,238,4.62
4301,South Carolina,2019,Heroin,5148714,199,3.87
4302,South Carolina,2019,Methadone,5148714,31,0.6
4303,South Carolina,2019,Other narcotics,5148714,605,11.75
4304,South Carolina,2019,Other opioids,5148714,345,6.7
4305,South Dakota,1999,Cocaine,750412,5,0.67
4306,South Dakota,1999,Heroin,750412,5,0.67
4307,South Dakota,1999,Methadone,750412,5,0.67
4308,South Dakota,1999,Other narcotics,750412,10,1.33
4309,South Dakota,1999,Other opioids,750412,5,0.67
4310,South Dakota,2000,Cocaine,754844,5,0.66
4311,South Dakota,2000,Heroin,754844,5,0.66
4312,South Dakota,2000,Methadone,754844,5,0.66
4313,South Dakota,2000,Other narcotics,754844,10,1.32
4314,South Dakota,2000,Other opioids,754844,5,0.66
4315,South Dakota,2001,Cocaine,757972,5,0.66
4316,South Dakota,2001,Heroin,757972,5,0.66
4317,South Dakota,2001,Methadone,757972,5,0.66
4318,South Dakota,2001,Other narcotics,757972,10,1.32
4319,South Dakota,2001,Other opioids,757972,5,0.66
4320,South Dakota,2002,Cocaine,760020,5,0.66
4321,South Dakota,2002,Heroin,760020,5,0.66
4322,South Dakota,2002,Methadone,760020,5,0.66
4323,South Dakota,2002,Other narcotics,760020,10,1.32
4324,South Dakota,2002,Other opioids,760020,5,0.66
4325,South Dakota,2003,Cocaine,763729,5,0.65
4326,South Dakota,2003,Heroin,763729,5,0.65
4327,South Dakota,2003,Methadone,763729,5,0.65
4328,South Dakota,2003,Other narcotics,763729,10,1.31
4329,South Dakota,2003,Other opioids,763729,5,0.65
4330,South Dakota,2004,Cocaine,770396,5,0.65
4331,South Dakota,2004,Heroin,770396,5,0.65
4332,South Dakota,2004,Methadone,770396,5,0.65
4333,South Dakota,2004,Other narcotics,770396,10,1.3
4334,South Dakota,2004,Other opioids,770396,10,1.3
4335,South Dakota,2005,Cocaine,775493,5,0.64
4336,South Dakota,2005,Heroin,775493,5,0.64
4337,South Dakota,2005,Methadone,775493,5,0.64
4338,South Dakota,2005,Other narcotics,775493,10,1.29
4339,South Dakota,2005,Other opioids,775493,14,1.81
4340,South Dakota,2006,Cocaine,783033,5,0.64
4341,South Dakota,2006,Heroin,783033,5,0.64
4342,South Dakota,2006,Methadone,783033,5,0.64
4343,South Dakota,2006,Other narcotics,783033,10,1.28
4344,South Dakota,2006,Other opioids,783033,18,2.3
4345,South Dakota,2007,Cocaine,791623,5,0.63
4346,South Dakota,2007,Heroin,791623,5,0.63
4347,South Dakota,2007,Methadone,791623,5,0.63
4348,South Dakota,2007,Other narcotics,791623,10,1.26
4349,South Dakota,2007,Other opioids,791623,11,1.39
4350,South Dakota,2008,Cocaine,799124,5,0.63
4351,South Dakota,2008,Heroin,799124,5,0.63
4352,South Dakota,2008,Methadone,799124,5,0.63
4353,South Dakota,2008,Other narcotics,799124,10,1.25
4354,South Dakota,2008,Other opioids,799124,16,2.0
4355,South Dakota,2009,Cocaine,807067,5,0.62
4356,South Dakota,2009,Heroin,807067,5,0.62
4357,South Dakota,2009,Methadone,807067,5,0.62
4358,South Dakota,2009,Other narcotics,807067,17,2.11
4359,South Dakota,2009,Other opioids,807067,19,2.35
4360,South Dakota,2010,Cocaine,814180,5,0.61
4361,South Dakota,2010,Heroin,814180,5,0.61
4362,South Dakota,2010,Methadone,814180,5,0.61
4363,South Dakota,2010,Other narcotics,814180,10,1.23
4364,South Dakota,2010,Other opioids,814180,20,2.46
4365,South Dakota,2011,Cocaine,824082,5,0.61
4366,South Dakota,2011,Heroin,824082,5,0.61
4367,South Dakota,2011,Methadone,824082,5,0.61
4368,South Dakota,2011,Other narcotics,824082,10,1.21
4369,South Dakota,2011,Other opioids,824082,22,2.67
4370,South Dakota,2012,Cocaine,833354,5,0.6
4371,South Dakota,2012,Heroin,833354,5,0.6
4372,South Dakota,2012,Methadone,833354,5,0.6
4373,South Dakota,2012,Other narcotics,833354,10,1.2
4374,South Dakota,2012,Other opioids,833354,19,2.28
4375,South Dakota,2013,Cocaine,844877,5,0.59
4376,South Dakota,2013,Heroin,844877,5,0.59
4377,South Dakota,2013,Methadone,844877,5,0.59
4378,South Dakota,2013,Other narcotics,844877,10,1.18
4379,South Dakota,2013,Other opioids,844877,27,3.2
4380,South Dakota,2014,Cocaine,853175,5,0.59
4381,South Dakota,2014,Heroin,853175,5,0.59
4382,South Dakota,2014,Methadone,853175,5,0.59
4383,South Dakota,2014,Other narcotics,853175,10,1.17
4384,South Dakota,2014,Other opioids,853175,20,2.34
4385,South Dakota,2015,Cocaine,858469,5,0.58
4386,South Dakota,2015,Heroin,858469,5,0.58
4387,South Dakota,2015,Methadone,858469,5,0.58
4388,South Dakota,2015,Other narcotics,858469,10,1.16
4389,South Dakota,2015,Other opioids,858469,11,1.28
4390,South Dakota,2016,Cocaine,865454,5,0.58
4391,South Dakota,2016,Heroin,865454,5,0.58
4392,South Dakota,2016,Methadone,865454,5,0.58
4393,South Dakota,2016,Other narcotics,865454,15,1.73
4394,South Dakota,2016,Other opioids,865454,27,3.12
4395,South Dakota,2017,Cocaine,869666,5,0.57
4396,South Dakota,2017,Heroin,869666,5,0.57
4397,South Dakota,2017,Methadone,869666,5,0.57
4398,South Dakota,2017,Other narcotics,869666,19,2.18
4399,South Dakota,2017,Other opioids,869666,14,1.61
4400,South Dakota,2018,Cocaine,882235,5,0.57
4401,South Dakota,2018,Heroin,882235,5,0.57
4402,South Dakota,2018,Methadone,882235,5,0.57
4403,South Dakota,2018,Other narcotics,882235,19,2.15
4404,South Dakota,2018,Other opioids,882235,5,0.57
4405,South Dakota,2019,Cocaine,884659,5,0.57
4406,South Dakota,2019,Heroin,884659,5,0.57
4407,South Dakota,2019,Methadone,884659,5,0.57
4408,South Dakota,2019,Other narcotics,884659,29,3.28
4409,South Dakota,2019,Other opioids,884659,15,1.7
4410,Tennessee,1999,Cocaine,5638706,73,1.29
4411,Tennessee,1999,Heroin,5638706,11,0.2
4412,Tennessee,1999,Methadone,5638706,12,0.21
4413,Tennessee,1999,Other narcotics,5638706,34,0.6
4414,Tennessee,1999,Other opioids,5638706,45,0.8
4415,Tennessee,2000,Cocaine,5689283,59,1.04
4416,Tennessee,2000,Heroin,5689283,5,0.09
4417,Tennessee,2000,Methadone,5689283,15,0.26
4418,Tennessee,2000,Other narcotics,5689283,43,0.76
4419,Tennessee,2000,Other opioids,5689283,55,0.97
4420,Tennessee,2001,Cocaine,5750789,69,1.2
4421,Tennessee,2001,Heroin,5750789,5,0.09
4422,Tennessee,2001,Methadone,5750789,21,0.37
4423,Tennessee,2001,Other narcotics,5750789,48,0.83
4424,Tennessee,2001,Other opioids,5750789,90,1.57
4425,Tennessee,2002,Cocaine,5795918,104,1.79
4426,Tennessee,2002,Heroin,5795918,5,0.09
4427,Tennessee,2002,Methadone,5795918,47,0.81
4428,Tennessee,2002,Other narcotics,5795918,70,1.21
4429,Tennessee,2002,Other opioids,5795918,88,1.52
4430,Tennessee,2003,Cocaine,5847812,121,2.07
4431,Tennessee,2003,Heroin,5847812,5,0.09
4432,Tennessee,2003,Methadone,5847812,84,1.44
4433,Tennessee,2003,Other narcotics,5847812,126,2.15
4434,Tennessee,2003,Other opioids,5847812,151,2.58
4435,Tennessee,2004,Cocaine,5910809,168,2.84
4436,Tennessee,2004,Heroin,5910809,5,0.08
4437,Tennessee,2004,Methadone,5910809,116,1.96
4438,Tennessee,2004,Other narcotics,5910809,155,2.62
4439,Tennessee,2004,Other opioids,5910809,195,3.3
4440,Tennessee,2005,Cocaine,5991057,219,3.66
4441,Tennessee,2005,Heroin,5991057,13,0.22
4442,Tennessee,2005,Methadone,5991057,141,2.35
4443,Tennessee,2005,Other narcotics,5991057,166,2.77
4444,Tennessee,2005,Other opioids,5991057,231,3.86
4445,Tennessee,2006,Cocaine,6088766,256,4.2
4446,Tennessee,2006,Heroin,6088766,5,0.08
4447,Tennessee,2006,Methadone,6088766,188,3.09
4448,Tennessee,2006,Other narcotics,6088766,147,2.41
4449,Tennessee,2006,Other opioids,6088766,227,3.73
4450,Tennessee,2007,Cocaine,6175727,212,3.43
4451,Tennessee,2007,Heroin,6175727,5,0.08
4452,Tennessee,2007,Methadone,6175727,161,2.61
4453,Tennessee,2007,Other narcotics,6175727,149,2.41
4454,Tennessee,2007,Other opioids,6175727,247,4.0
4455,Tennessee,2008,Cocaine,6247411,145,2.32
4456,Tennessee,2008,Heroin,6247411,5,0.08
4457,Tennessee,2008,Methadone,6247411,122,1.95
4458,Tennessee,2008,Other narcotics,6247411,136,2.18
4459,Tennessee,2008,Other opioids,6247411,278,4.45
4460,Tennessee,2009,Cocaine,6306019,143,2.27
4461,Tennessee,2009,Heroin,6306019,22,0.35
4462,Tennessee,2009,Methadone,6306019,107,1.7
4463,Tennessee,2009,Other narcotics,6306019,140,2.22
4464,Tennessee,2009,Other opioids,6306019,351,5.57
4465,Tennessee,2010,Cocaine,6346105,141,2.22
4466,Tennessee,2010,Heroin,6346105,17,0.27
4467,Tennessee,2010,Methadone,6346105,134,2.11
4468,Tennessee,2010,Other narcotics,6346105,133,2.1
4469,Tennessee,2010,Other opioids,6346105,433,6.82
4470,Tennessee,2011,Cocaine,6403353,143,2.23
4471,Tennessee,2011,Heroin,6403353,19,0.3
4472,Tennessee,2011,Methadone,6403353,89,1.39
4473,Tennessee,2011,Other narcotics,6403353,143,2.23
4474,Tennessee,2011,Other opioids,6403353,473,7.39
4475,Tennessee,2012,Cocaine,6456243,111,1.72
4476,Tennessee,2012,Heroin,6456243,50,0.77
4477,Tennessee,2012,Methadone,6456243,107,1.66
4478,Tennessee,2012,Other narcotics,6456243,156,2.42
4479,Tennessee,2012,Other opioids,6456243,505,7.82
4480,Tennessee,2013,Cocaine,6495978,144,2.22
4481,Tennessee,2013,Heroin,6495978,69,1.06
4482,Tennessee,2013,Methadone,6495978,88,1.35
4483,Tennessee,2013,Other narcotics,6495978,171,2.63
4484,Tennessee,2013,Other opioids,6495978,541,8.33
4485,Tennessee,2014,Cocaine,6549352,153,2.34
4486,Tennessee,2014,Heroin,6549352,149,2.28
4487,Tennessee,2014,Methadone,6549352,74,1.13
4488,Tennessee,2014,Other narcotics,6549352,204,3.11
4489,Tennessee,2014,Other opioids,6549352,571,8.72
4490,Tennessee,2015,Cocaine,6600299,211,3.2
4491,Tennessee,2015,Heroin,6600299,205,3.11
4492,Tennessee,2015,Methadone,6600299,69,1.05
4493,Tennessee,2015,Other narcotics,6600299,317,4.8
4494,Tennessee,2015,Other opioids,6600299,668,10.12
4495,Tennessee,2016,Cocaine,6651194,275,4.13
4496,Tennessee,2016,Heroin,6651194,265,3.98
4497,Tennessee,2016,Methadone,6651194,86,1.29
4498,Tennessee,2016,Other narcotics,6651194,444,6.68
4499,Tennessee,2016,Other opioids,6651194,715,10.75
4500,Tennessee,2017,Cocaine,6715984,334,4.97
4501,Tennessee,2017,Heroin,6715984,312,4.65
4502,Tennessee,2017,Methadone,6715984,70,1.04
4503,Tennessee,2017,Other narcotics,6715984,660,9.83
4504,Tennessee,2017,Other opioids,6715984,606,9.02
4505,Tennessee,2018,Cocaine,6770010,266,3.93
4506,Tennessee,2018,Heroin,6770010,369,5.45
4507,Tennessee,2018,Methadone,6770010,70,1.03
4508,Tennessee,2018,Other narcotics,6770010,875,12.92
4509,Tennessee,2018,Other opioids,6770010,518,7.65
4510,Tennessee,2019,Cocaine,6829174,358,5.24
4511,Tennessee,2019,Heroin,6829174,386,5.65
4512,Tennessee,2019,Methadone,6829174,54,0.79
4513,Tennessee,2019,Other narcotics,6829174,1203,17.62
4514,Tennessee,2019,Other opioids,6829174,498,7.29
4515,Texas,1999,Cocaine,20558220,324,1.58
4516,Texas,1999,Heroin,20558220,111,0.54
4517,Texas,1999,Methadone,20558220,28,0.14
4518,Texas,1999,Other narcotics,20558220,139,0.68
4519,Texas,1999,Other opioids,20558220,123,0.6
4520,Texas,2000,Cocaine,20851820,310,1.49
4521,Texas,2000,Heroin,20851820,132,0.63
4522,Texas,2000,Methadone,20851820,61,0.29
4523,Texas,2000,Other narcotics,20851820,132,0.63
4524,Texas,2000,Other opioids,20851820,164,0.79
4525,Texas,2001,Cocaine,21319622,404,1.89
4526,Texas,2001,Heroin,21319622,186,0.87
4527,Texas,2001,Methadone,21319622,94,0.44
4528,Texas,2001,Other narcotics,21319622,153,0.72
4529,Texas,2001,Other opioids,21319622,228,1.07
4530,Texas,2002,Cocaine,21690325,465,2.14
4531,Texas,2002,Heroin,21690325,183,0.84
4532,Texas,2002,Methadone,21690325,142,0.65
4533,Texas,2002,Other narcotics,21690325,207,0.95
4534,Texas,2002,Other opioids,21690325,322,1.48
4535,Texas,2003,Cocaine,22030931,534,2.42
4536,Texas,2003,Heroin,22030931,197,0.89
4537,Texas,2003,Methadone,22030931,161,0.73
4538,Texas,2003,Other narcotics,22030931,149,0.68
4539,Texas,2003,Other opioids,22030931,374,1.7
4540,Texas,2004,Cocaine,22394023,581,2.59
4541,Texas,2004,Heroin,22394023,204,0.91
4542,Texas,2004,Methadone,22394023,165,0.74
4543,Texas,2004,Other narcotics,22394023,157,0.7
4544,Texas,2004,Other opioids,22394023,371,1.66
4545,Texas,2005,Cocaine,22778123,588,2.58
4546,Texas,2005,Heroin,22778123,207,0.91
4547,Texas,2005,Methadone,22778123,210,0.92
4548,Texas,2005,Other narcotics,22778123,168,0.74
4549,Texas,2005,Other opioids,22778123,412,1.81
4550,Texas,2006,Cocaine,23359580,796,3.41
4551,Texas,2006,Heroin,23359580,219,0.94
4552,Texas,2006,Methadone,23359580,229,0.98
4553,Texas,2006,Other narcotics,23359580,175,0.75
4554,Texas,2006,Other opioids,23359580,585,2.5
4555,Texas,2007,Cocaine,23831983,676,2.84
4556,Texas,2007,Heroin,23831983,219,0.92
4557,Texas,2007,Methadone,23831983,204,0.86
4558,Texas,2007,Other narcotics,23831983,224,0.94
4559,Texas,2007,Other opioids,23831983,533,2.24
4560,Texas,2008,Cocaine,24309039,514,2.11
4561,Texas,2008,Heroin,24309039,258,1.06
4562,Texas,2008,Methadone,24309039,177,0.73
4563,Texas,2008,Other narcotics,24309039,192,0.79
4564,Texas,2008,Other opioids,24309039,462,1.9
4565,Texas,2009,Cocaine,24801761,504,2.03
4566,Texas,2009,Heroin,24801761,312,1.26
4567,Texas,2009,Methadone,24801761,182,0.73
4568,Texas,2009,Other narcotics,24801761,277,1.12
4569,Texas,2009,Other opioids,24801761,559,2.25
4570,Texas,2010,Cocaine,25145561,458,1.82
4571,Texas,2010,Heroin,25145561,263,1.05
4572,Texas,2010,Methadone,25145561,190,0.76
4573,Texas,2010,Other narcotics,25145561,272,1.08
4574,Texas,2010,Other opioids,25145561,564,2.24
4575,Texas,2011,Cocaine,25674681,543,2.11
4576,Texas,2011,Heroin,25674681,372,1.45
4577,Texas,2011,Methadone,25674681,190,0.74
4578,Texas,2011,Other narcotics,25674681,243,0.95
4579,Texas,2011,Other opioids,25674681,540,2.1
4580,Texas,2012,Cocaine,26059203,500,1.92
4581,Texas,2012,Heroin,26059203,369,1.42
4582,Texas,2012,Methadone,26059203,149,0.57
4583,Texas,2012,Other narcotics,26059203,258,0.99
4584,Texas,2012,Other opioids,26059203,504,1.93
4585,Texas,2013,Cocaine,26448193,472,1.78
4586,Texas,2013,Heroin,26448193,377,1.43
4587,Texas,2013,Methadone,26448193,138,0.52
4588,Texas,2013,Other narcotics,26448193,237,0.9
4589,Texas,2013,Other opioids,26448193,483,1.83
4590,Texas,2014,Cocaine,26956958,496,1.84
4591,Texas,2014,Heroin,26956958,441,1.64
4592,Texas,2014,Methadone,26956958,132,0.49
4593,Texas,2014,Other narcotics,26956958,278,1.03
4594,Texas,2014,Other opioids,26956958,494,1.83
4595,Texas,2015,Cocaine,27469114,587,2.14
4596,Texas,2015,Heroin,27469114,534,1.94
4597,Texas,2015,Methadone,27469114,151,0.55
4598,Texas,2015,Other narcotics,27469114,322,1.17
4599,Texas,2015,Other opioids,27469114,498,1.81
4600,Texas,2016,Cocaine,27862596,706,2.53
4601,Texas,2016,Heroin,27862596,547,1.96
4602,Texas,2016,Methadone,27862596,145,0.52
4603,Texas,2016,Other narcotics,27862596,388,1.39
4604,Texas,2016,Other opioids,27862596,524,1.88
4605,Texas,2017,Cocaine,28304596,836,2.95
4606,Texas,2017,Heroin,28304596,579,2.05
4607,Texas,2017,Methadone,28304596,139,0.49
4608,Texas,2017,Other narcotics,28304596,465,1.64
4609,Texas,2017,Other opioids,28304596,572,2.02
4610,Texas,2018,Cocaine,28701845,877,3.06
4611,Texas,2018,Heroin,28701845,682,2.38
4612,Texas,2018,Methadone,28701845,117,0.41
4613,Texas,2018,Other narcotics,28701845,435,1.52
4614,Texas,2018,Other opioids,28701845,485,1.69
4615,Texas,2019,Cocaine,28995881,892,3.08
4616,Texas,2019,Heroin,28995881,748,2.58
4617,Texas,2019,Methadone,28995881,108,0.37
4618,Texas,2019,Other narcotics,28995881,511,1.76
4619,Texas,2019,Other opioids,28995881,470,1.62
4620,Utah,1999,Cocaine,2203482,85,3.86
4621,Utah,1999,Heroin,2203482,57,2.59
4622,Utah,1999,Methadone,2203482,20,0.91
4623,Utah,1999,Other narcotics,2203482,20,0.91
4624,Utah,1999,Other opioids,2203482,97,4.4
4625,Utah,2000,Cocaine,2233169,67,3.0
4626,Utah,2000,Heroin,2233169,47,2.1
4627,Utah,2000,Methadone,2233169,28,1.25
4628,Utah,2000,Other narcotics,2233169,27,1.21
4629,Utah,2000,Other opioids,2233169,107,4.79
4630,Utah,2001,Cocaine,2283715,51,2.23
4631,Utah,2001,Heroin,2283715,40,1.75
4632,Utah,2001,Methadone,2283715,42,1.84
